"","brnn_predictions","merged_data.Rating","merged_data.Year","minutes","pct3PRate","pctFTRate","pctORB","pctDRB","pctAST","pctSTL","pctBLK","pctTOV","pctUSG","ratioOWS","ratioWSPer48","ratioDBPM","X.","Rating"
"241",72.9737183382241,73,2020,-0.826938315245771,0.849750754816172,-1.01862674617244,-0.253742646793992,-0.230371557675404,-0.28899546850598,-0.353134885936235,-0.575961528307601,0.235646550888252,-0.156221394634965,-0.571363722810607,0.514443313600502,0.894997171405729,-1.97748471470821,-0.374765822209965
"245",73.0014129175694,73,2020,-0.389315818826324,0.751682284175709,0.378235018804236,-0.0491114800246438,-0.432621175836358,-0.87337657618695,-0.443086048893117,-0.568458510100331,0.117098282674809,-0.76917399665558,-0.235588694264219,-0.13292179887171,-0.206852183341018,-0.224188251133798,-0.374765822209965
"247",72.9845909053405,73,2020,-0.483741012476003,0.65839238169225,-1.10086855459892,-0.390163424640225,-0.331496366755881,-0.576233640077982,0.636327906589465,1.63742884283688,-0.253365055492197,-0.0271787415779936,-0.571363722810607,-0.357427624446689,-0.352780716197227,0.494924341590943,-0.374765822209965
"252",86.0491621857392,86,2020,-0.505573527683794,-0.0192850109552014,-0.207126724684959,-0.390163424640225,1.13481336491104,1.18681444750189,-0.416850293030693,-0.557203982789427,0.339376285575014,-0.494958358909516,-0.70360157760461,-0.611294032983149,0.355490174262602,0.660818162494064,1.48977344590346
"254",69.0882623337697,69,2020,-2.15824126642008,-1.59434292101615,-1.98724135400543,6.28763365093285,4.86379069975363,-1.38842433210916,-0.488061630371558,-0.613476619343948,3.02153085390414,7.03790651329119,-0.70360157760461,-5.67536646131332,-6.80672491434057,0.104085115231631,-1.23774187683341
"256",73.0317063338498,73,2020,-0.534745468165468,1.91218035338206,-1.5244253320238,2.19501031554588,-0.622230192862252,-0.972424221556606,-0.443086048893117,-0.534694928167619,-0.609009860132523,-0.54334935380588,-0.338950442039972,0.254103716289219,-0.0166150413878237,1.87576953221543,-0.374765822209965
"259",72.9664786180367,73,2020,-0.586337717138311,-0.286788039801324,-0.237505397027458,-0.342416152394043,-0.483183580376597,-0.447471701097429,-0.431842153523507,0.511976111746467,-0.0459055861186731,0.747077176763835,-1.77864570364495,-1.70868620025453,-0.934553497011451,-0.532130609394434,-0.374765822209965
"263",81.0699947524416,81,2020,-0.523416136822486,-1.59434292101615,1.87297850802415,0.285119425698626,1.56459380350306,-0.744614637206397,-0.450581979139524,-0.343367963882248,1.16921416306911,-1.07565029766589,-0.0489430111014471,1.51567349733464,2.42134087786468,1.35761762099334,0.904078836866191
"266",74.972573669832,75,2020,-0.600936519048085,-1.1692352562825,1.18725600424619,0.0259199477907841,-0.546386586051895,-0.724805108132466,2.88510698051151,-0.575961528307601,0.472743087315136,-1.02725930276952,-0.235588694264219,0.122348231321255,-0.131964518343562,-0.532130609394434,-0.00620687947820712
"269",75.9351379649774,76,2020,-1.25387032236525,-1.59434292101615,1.10677841850451,0.421540203544858,1.99437424209509,-1.20023380590681,2.13551395587083,-0.482173800716733,2.50288218047033,-1.41438726194044,-0.848989912480604,-0.215600917634325,1.41863002702815,0.311168041544751,0.164586141946783
"271",70.9615571641517,71,2020,-1.29026907539031,-0.836913535048112,0.378235018804236,-0.424268619101783,-1.55763467685666,-0.180043058599358,-0.353134885936235,-0.564707000996696,-1.21656973472641,-0.849825654816187,-0.571363722810607,0.456967387514507,0.756570470766628,-0.787088947658043,-0.783391710583977
"275",75.9215041626671,76,2020,-1.10250779573184,-0.337406173149621,-0.117259892067069,-0.335595113501732,-0.723355001942729,0.800528630560235,-0.308159304457794,-0.613476619343948,0.769113757848742,-0.462697695645273,-0.70360157760461,-0.205331355626394,0.355490174262602,-0.653097285427108,0.164586141946783
"276",68.9801104930859,69,2020,-1.43906053816783,0.877791579369898,2.67319336341816,-0.533405241378769,-0.735995603077789,2.87062441878604,-0.450581979139524,-0.613476619343948,-0.386731857232319,-0.140091063002844,-0.571363722810607,0.133222182348957,-1.38381874879021,-1.32134190796824,-1.23774187683341
"279",75.9702265700111,76,2020,-0.83987729821407,-0.553258361532987,0.237804374259623,-0.444731735778718,-0.344136967890941,1.45424308999996,-0.43559011864671,-0.538446437271253,1.22848829717583,1.06968380940626,-0.571363722810607,0.0790436830017582,0.665494806777559,-0.421507004355692,0.164586141946783
"282",84.2421257672741,84,2020,-0.387362273745995,-0.0654780825491008,0.217339181326326,-0.315131996824797,-0.0154813383793903,1.52357644175872,-0.439338083769914,-0.575961528307601,-0.0310870525919929,1.10194447267051,0.0359676164827333,0.821310269136923,0.144241300831128,-0.653097285427108,1.27121024023552
"285",76.8634089587581,77,2020,-0.576735774051534,1.51113109466909,-0.7544471791294,-0.458373813563341,-1.29218205302041,-1.02194804424143,2.88510698051151,1.63742884283688,-0.520098658972442,0.101863911478977,-1.36632948207098,-1.44695235648503,-1.0650807138952,-0.224188251133798,0.327118419748069
